,,,,Date,Market cap,Volume,Supersector,Sector,Revision_real,Revision_20,mom,mom_short,30d_vol
JCI US,27/Apr/2010,29/Jul/2010,30/Jun/2010,27/Apr/2010,18802.8531,52.61497263,Industrial Goods & Services,Support Services,0.0003371544167227736,0.029669588671611402,1.6622722261081933,1.0756074773020663,0.00787398321917444
JCI US,29/Jul/2010,09/Nov/2010,30/Sep/2010,29/Jul/2010,18399.6321,83.17237322,Industrial Goods & Services,Support Services,0.0035426731078904705,0.029629629629629672,1.2381956896248636,1.0115210971662218,0.016656784380404223
JCI US,09/Nov/2010,27/Jan/2011,31/Dec/2010,09/Nov/2010,19554.275,60.87943938,Industrial Goods & Services,Support Services,-0.0096735187424426,-0.0290205562273278,1.0834934563885315,1.0636960908208648,0.011968176429930361
JCOM US,19/Feb/2010,05/May/2010,31/Mar/2010,19/Feb/2010,954.3639999999999,6.377228001000001,Technology,Software & Computer Services,-0.005376344086021501,0.004838709677419395,1.0642439974042828,1.1128048780487805,0.017972826421835546
JCOM US,04/Aug/2010,04/Nov/2010,30/Sep/2010,04/Aug/2010,1116.7557,3.542105339,Technology,Software & Computer Services,-0.0010476689366161196,0.0031430068098481367,0.9098988446521474,1.1608593064091308,0.02102211138033969
JCOM US,04/Nov/2010,16/Feb/2011,31/Dec/2010,04/Nov/2010,1249.2217,3.3312378939999996,Technology,Software & Computer Services,0.007238883143743546,0.01499482936918306,1.1241973959657483,1.1288186809221132,0.016249193293399466
JCP US,19/Feb/2010,14/May/2010,31/Mar/2010,19/Feb/2010,6527.3726,96.32033835,Retail,General Retailers,0.04054054054054057,0.09121621621621623,1.8602719033232626,1.0588712951684938,0.015394400122236617
JCP US,14/May/2010,13/Aug/2010,30/Jun/2010,14/May/2010,6505.7438,157.5583209,Retail,General Retailers,0.007250418293363037,0.023424428332403657,1.16848298348972,0.8912643019424034,0.029166694128444824
JCP US,13/Aug/2010,12/Nov/2010,30/Sep/2010,13/Aug/2010,4685.3904,137.6402927,Retail,General Retailers,-0.037485582468281375,-0.037485582468281375,0.7900470545555426,0.8546764986584553,0.03711213332653099
JCP US,12/Nov/2010,25/Feb/2011,31/Dec/2010,12/Nov/2010,7360.4894,207.4443028,Retail,General Retailers,-0.0047225501770956635,-0.005312868949232552,1.120550609402006,0.9207343624465665,0.02421894825936299
JDAS US,26/Jan/2010,28/Apr/2010,31/Mar/2010,26/Jan/2010,893.2456,6.50661599,Technology,Software & Computer Services,0.010362694300518172,0.05699481865284972,2.160669456066946,1.0650658404337723,0.018380506573708714
JDAS US,28/Apr/2010,28/Jul/2010,30/Jun/2010,28/Apr/2010,1216.5397,8.1302037,Technology,Software & Computer Services,0.03393025447690867,0.05513666352497637,2.014883061658398,1.0685895181146676,0.013475973549340065
JDAS US,28/Jul/2010,27/Oct/2010,30/Sep/2010,28/Jul/2010,1024.8965,15.85807042,Technology,Software & Computer Services,-0.030159414045669908,-0.017233950883239757,1.128693994280267,1.019847972972973,0.042753066139418136
JDAS US,27/Oct/2010,02/Feb/2011,31/Dec/2010,27/Oct/2010,925.8589,9.062681697999999,Technology,Software & Computer Services,-0.012647554806070715,0.003372681281618828,1.199040767386091,1.0004,0.02304132093728782
JEC US,26/Jan/2010,27/Apr/2010,31/Mar/2010,26/Jan/2010,4969.7081,56.29873113,Construction & Materials,Construction & Materials,-0.004032258064516014,0.008064516129032251,0.8933333333333332,1.0068034386372027,0.01407406007833544
JEC US,27/Apr/2010,27/Jul/2010,30/Jun/2010,27/Apr/2010,6063.3766,59.69423661,Construction & Materials,Construction & Materials,0.017147310989867437,0.03156664068589232,1.1352505731064537,1.045143654214613,0.01986477154764274
JEC US,27/Jul/2010,16/Nov/2010,30/Sep/2010,27/Jul/2010,4997.0093,37.88265776,Construction & Materials,Construction & Materials,-0.013790532985463955,-0.0335445396943721,0.9946925603047847,0.9423276762368257,0.022391588068375833
JEC US,16/Nov/2010,25/Jan/2011,31/Dec/2010,16/Nov/2010,5289.52,29.8980421,Construction & Materials,Construction & Materials,0.001163692785104864,0.014352211016291694,1.0494228371475687,1.0007511938616729,0.0171097104093467
JKHY US,03/Feb/2010,05/May/2010,31/Mar/2010,03/Feb/2010,1927.5672,6.053260082,Industrial Goods & Services,Support Services,0.006993006993007089,0.020979020979021046,1.376005361930295,0.9771066731612273,0.012146100714240906
JKHY US,05/May/2010,18/Aug/2010,30/Jun/2010,05/May/2010,2151.3828,7.711959281,Industrial Goods & Services,Support Services,0.003326679973386426,-0.005322687957418526,1.4030710917640667,1.0394248544387537,0.009653033812279629
JKHY US,18/Aug/2010,03/Nov/2010,30/Sep/2010,18/Aug/2010,2088.0055,7.734364475,Industrial Goods & Services,Support Services,-0.0319426336375489,-0.04628422425032597,1.03425719126651,1.0249687018602032,0.016205138565079946
JKHY US,03/Nov/2010,02/Feb/2011,31/Dec/2010,03/Nov/2010,2357.0735,7.892832508,Industrial Goods & Services,Support Services,0.028839704896042928,0.03353454057679417,1.0866978666389893,1.0834017096243427,0.00893871583477314
JLL US,03/Feb/2010,28/Apr/2010,31/Mar/2010,03/Feb/2010,2426.0465,18.68305055,Real Estate,Real Estate Investment & Services,0.03597122302158273,0.1079136690647482,2.3168198162205353,1.0265563028108295,0.014784720336114884
JLL US,28/Apr/2010,28/Jul/2010,30/Jun/2010,28/Apr/2010,3314.0761,21.90851426,Real Estate,Real Estate Investment & Services,0.01155898043864867,0.10936573799644367,2.231720447543376,1.1233435684900552,0.019001256574185436
JLL US,28/Jul/2010,27/Oct/2010,30/Sep/2010,28/Jul/2010,3138.7908,25.24492387,Real Estate,Real Estate Investment & Services,0.029269534232629013,0.09009926189870221,1.9393765007044628,1.1135463670687908,0.0287751628124149
JLL US,27/Oct/2010,02/Feb/2011,31/Dec/2010,27/Oct/2010,3639.8013,27.409600199999996,Real Estate,Real Estate Investment & Services,-0.003019193444037005,0.015958593918481867,1.776811882386506,0.9219985062172018,0.016445739126153245
JNJ US,26/Jan/2010,20/Apr/2010,31/Mar/2010,26/Jan/2010,173243.8645,466.6922397,Health Care,Pharmaceuticals & Biotechnology,-0.002012072434607548,0.004024144869215318,1.1417934532042417,0.9705033211524094,0.006362746224269481
JNJ US,20/Apr/2010,20/Jul/2010,30/Jun/2010,20/Apr/2010,181599.6629,523.4383806,Health Care,Pharmaceuticals & Biotechnology,-0.005359269551409307,-0.00575625248114342,1.3130314208722498,1.0142862835737627,0.005157021440234607
JNJ US,20/Jul/2010,19/Oct/2010,30/Sep/2010,20/Jul/2010,161567.716,713.7084009,Health Care,Pharmaceuticals & Biotechnology,-0.00835156094651024,-0.021077749055478212,1.0330298681496097,0.989863031539647,0.008520008821824888
JNJ US,19/Oct/2010,25/Jan/2011,31/Dec/2010,19/Oct/2010,174328.7975,459.9792382,Health Care,Pharmaceuticals & Biotechnology,0.0004024144869214652,0.0034205231388331203,1.0513665735242752,1.032640518261664,0.0054775655338069685
JNPR US,29/Jan/2010,21/Apr/2010,31/Mar/2010,29/Jan/2010,12868.0017,103.80045849999999,Technology,Technology Hardware & Equipment,0.026086956521739202,0.052173913043478404,1.856430700447094,0.9256100155338715,0.016476934938088893
JNPR US,21/Apr/2010,21/Jul/2010,30/Jun/2010,21/Apr/2010,16448.978,128.82298229999998,Technology,Technology Hardware & Equipment,0.0078064012490242085,0.024199843871975046,1.55192042093256,0.997658054311522,0.012409588175890413
JNPR US,21/Jul/2010,20/Oct/2010,30/Sep/2010,21/Jul/2010,14042.6493,169.59137280000002,Technology,Technology Hardware & Equipment,0.010997067448680342,0.02419354838709653,0.9604515419842373,1.0396101071445163,0.02263936551866452
JNPR US,20/Oct/2010,26/Jan/2011,31/Dec/2010,20/Oct/2010,15878.2966,151.8591247,Technology,Technology Hardware & Equipment,0.016494845360824684,0.030927835051546282,1.0634292474431384,1.0706449772303983,0.021167487986678824
JNS US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,2597.0782,27.18759792,Financial Services,Financial Services,-0.030439684329199523,-0.030439684329199523,1.4829192158821325,0.9992927328298264,0.01949029446251092
JNS US,22/Jul/2010,21/Oct/2010,30/Sep/2010,22/Jul/2010,1945.6637,29.60274774,Financial Services,Financial Services,0.015449438202246979,0.028089887640449396,0.7844181115588312,1.0433419143458929,0.032508925613327085
JNS US,21/Oct/2010,27/Jan/2011,31/Dec/2010,21/Oct/2010,1993.6398,23.53560762,Financial Services,Financial Services,-0.0012195121951218413,0.02195121951219514,0.7379774089368061,0.9944915577134522,0.0219486084604347
JNY US,28/Apr/2010,28/Jul/2010,30/Jun/2010,28/Apr/2010,1967.6187,18.90227907,Personal & Household Goods,Personal Goods,0.03867403314917106,0.152624309392265,2.0678599711184606,1.1986168289564831,0.01970194707805383
JNY US,28/Jul/2010,27/Oct/2010,30/Sep/2010,28/Jul/2010,1481.2678,21.29449163,Personal & Household Goods,Personal Goods,0.054567022538552834,0.07354685646500592,1.361254482345508,0.9686603332288475,0.036560713593555
JNY US,27/Oct/2010,09/Feb/2011,31/Dec/2010,27/Oct/2010,1327.6706,17.81847747,Personal & Household Goods,Personal Goods,-0.08949624866023576,-0.12968917470525176,1.0818659396974342,0.7806274738822918,0.01934277354983877
JOE US,04/May/2010,05/Aug/2010,30/Jun/2010,04/May/2010,2877.0818,19.72126743,Real Estate,Real Estate Investment & Services,0.33333333333333326,-32.66666666666667,1.2537313432835822,0.9487179487179487,0.028016089774667727
JOE US,02/Nov/2010,02/Mar/2011,31/Dec/2010,02/Nov/2010,1800.6242,28.95113681,Real Estate,Real Estate Investment & Services,-0.004347826086956608,0.09130434782608687,0.9940047961630696,0.781664656212304,0.032085070796297736
JOSB US,31/Mar/2010,02/Jun/2010,31/Mar/2010,31/Mar/2010,1001.097,8.757846986,Retail,General Retailers,0.02178649237472774,0.08424110384894723,1.5070729328286172,1.2233400402414485,0.013336606199805092
JOSB US,02/Jun/2010,01/Sep/2010,30/Jun/2010,02/Jun/2010,1155.3916,19.94379139,Retail,General Retailers,0.005915215248110561,-0.02267499178442345,1.5230217717717718,1.0345054506288618,0.029620502608433418
JOSB US,01/Sep/2010,01/Dec/2010,30/Sep/2010,01/Sep/2010,1131.8979,9.093517884,Retail,General Retailers,0.0036219953901877044,0.09417188014487987,1.2770416507526123,1.0511247443762781,0.023952043044774746
JOSB US,01/Dec/2010,30/Mar/2011,31/Dec/2010,01/Dec/2010,1156.9262,10.69180162,Retail,General Retailers,-0.015111111111111186,-0.016592592592592603,1.570226206211037,0.9639908256880734,0.017252828352843346
JOY US,03/Mar/2010,03/Jun/2010,31/Mar/2010,03/Mar/2010,5588.0598,130.8229469,Industrial Goods & Services,Industrial Engineering,0.015479876160990669,0.06718266253869976,2.775952693823916,1.1957396449704143,0.030860218064283074
JOY US,03/Jun/2010,01/Sep/2010,30/Jun/2010,03/Jun/2010,5539.0562,126.3287952,Industrial Goods & Services,Industrial Engineering,0.07822468793342585,0.22718446601941733,1.4200494697179258,0.9466273541193069,0.04132617806198201
JOY US,01/Sep/2010,15/Dec/2010,30/Sep/2010,01/Sep/2010,6207.0559,70.74039134,Industrial Goods & Services,Industrial Engineering,0.012549537648613107,0.04425363276089844,1.6271851640143669,1.0164417693371868,0.023773320092791907
JOY US,15/Dec/2010,02/Mar/2011,31/Dec/2010,15/Dec/2010,8859.1181,98.89727791,Industrial Goods & Services,Industrial Engineering,0.04443997586969628,0.09189623969434946,1.3929313200355582,1.187752182932481,0.023571869431149365
JPM US,15/Jan/2010,14/Apr/2010,31/Mar/2010,15/Jan/2010,172186.56,1023.642943,Banks,Banks,-0.012422360248447228,-0.009316770186335477,1.7982934782608697,1.070157093379593,0.013673392451478477
JPM US,14/Apr/2010,15/Jul/2010,30/Jun/2010,14/Apr/2010,189745.8373,1006.4846650000001,Banks,Banks,-0.014693416219270894,0.07346708109635491,1.3031773821053416,1.1073771405541215,0.007743712534850357
JPM US,15/Jul/2010,13/Oct/2010,30/Sep/2010,15/Jul/2010,160977.96300000002,1335.542572,Banks,Banks,0.016464032421479313,0.07928064842958471,1.0155039279298603,1.0853294697724767,0.022432933852096947
JPM US,13/Oct/2010,14/Jan/2011,31/Dec/2010,13/Oct/2010,157972.2724,1013.356908,Banks,Banks,0.0013636363636364557,0.02318181818181797,0.8461995684779421,1.0033047928779857,0.01782372667850066
JRCCQ US,30/Apr/2010,06/Aug/2010,30/Jun/2010,30/Apr/2010,517.0178,14.74022972,Basic Resources,Mining,0.028126352228472484,0.17135439203807867,0.7517899761336516,1.1917460317460318,0.02658911279638108
JRCCQ US,06/Aug/2010,10/May/2011,30/Sep/2010,06/Aug/2010,550.9329,8.163248993,Basic Resources,Mining,0.009468317552803862,0.00036416605972311444,0.8852838933951331,1.2977748691099475,0.03293617556559993
JW/A US,11/Mar/2010,17/Jun/2010,31/Mar/2010,11/Mar/2010,2553.7436,3.1998335030000002,Media,Media,0.00034843205574919267,-0.004181184668989535,1.3528358694767677,1.095990977443609,0.009156344794865195
JW/A US,17/Jun/2010,09/Sep/2010,30/Jun/2010,17/Jun/2010,2351.8183,4.337401088,Media,Media,0.0007099751508699015,-0.049698260560880225,1.253533047136107,0.9561025222590293,0.016308950429636593
JW/A US,09/Sep/2010,09/Dec/2010,30/Sep/2010,09/Sep/2010,2316.042,3.236158834,Media,Media,0.0708777084098422,0.08703635695923606,1.1722939719703098,0.9702781844802342,0.018260210072347644
JW/A US,09/Dec/2010,10/Mar/2011,31/Dec/2010,09/Dec/2010,2726.7254,3.3776156289999997,Media,Media,-0.005152979066022523,-0.0016103059581320522,1.0455980898097514,1.0452547575199507,0.011853700675489664
JWN US,23/Feb/2010,14/May/2010,31/Mar/2010,23/Feb/2010,7858.0363,79.58940903,Retail,General Retailers,0.020325203252032464,0.04634146341463419,2.6751269035533,1.0421252371916507,0.017850749254908184
JWN US,14/May/2010,13/Aug/2010,30/Jun/2010,14/May/2010,9002.0705,108.8298217,Retail,General Retailers,0.00036483035388545915,0.014958044509303159,1.8628756092144785,0.9505143061494012,0.02968727542309325
JWN US,13/Aug/2010,16/Nov/2010,30/Sep/2010,13/Aug/2010,7326.4868,95.68559335,Retail,General Retailers,-0.001770538243626052,0.01310198300283294,1.3080921919004098,0.8968806675288538,0.027388124035260957
JWN US,16/Nov/2010,18/Feb/2011,31/Dec/2010,16/Nov/2010,9168.2034,91.47412013,Retail,General Retailers,0.0013522650439483641,0.007775524002704648,1.117924743270341,1.062351586306703,0.01924580480859695
K US,04/Feb/2010,29/Apr/2010,31/Mar/2010,04/Feb/2010,19885.6172,77.0085389,Food & Beverage,Food Producers,-0.002732240437158584,-0.002732240437158584,1.251467408093914,0.992100715872624,0.00728213132302865
K US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,20934.8909,95.27638762,Food & Beverage,Food Producers,0.00297780184082308,0.007579859231185759,1.2790783489494126,1.0213532713875297,0.00717760793477015
K US,29/Jul/2010,02/Nov/2010,30/Sep/2010,29/Jul/2010,18263.8649,100.6465317,Food & Beverage,Food Producers,-0.007970244420828831,-0.02763018065887346,1.1384894994174084,0.9137318081209724,0.010814625880087683
K US,02/Nov/2010,03/Feb/2011,31/Dec/2010,02/Nov/2010,18770.91,95.63143486,Food & Beverage,Food Producers,-0.012676056338028152,-0.030140845070422473,1.0042574664144475,0.9837644712090797,0.0070014762620386395
KALU US,29/Apr/2010,03/Aug/2010,30/Jun/2010,29/Apr/2010,792.6123,10.00817259,Basic Resources,Industrial Metals & Mining,0.0017321016166282899,0.1131639722863742,1.3068586047267117,1.04553999509053,0.017371518266229746
KALU US,03/Aug/2010,25/Oct/2010,30/Sep/2010,03/Aug/2010,789.0924,4.390390915,Basic Resources,Industrial Metals & Mining,0.13419293218720152,0.17956064947468975,1.0886903327463155,1.171937734763168,0.022318294705643126
KALU US,25/Oct/2010,28/Apr/2011,31/Dec/2010,25/Oct/2010,850.2681,4.852670486,Basic Resources,Industrial Metals & Mining,-0.0007827788649706902,0.0007827788649705791,1.0759029794952875,1.0686970290713569,0.02194100435215066
KATE US,23/Feb/2010,06/May/2010,31/Mar/2010,23/Feb/2010,604.011,8.096372635,Personal & Household Goods,Personal Goods,0.4285714285714286,0.27142857142857135,1.8900709219858158,1.1951219512195121,0.04086972876124399
KATE US,06/May/2010,05/Aug/2010,30/Jun/2010,06/May/2010,641.655,15.6533144,Personal & Household Goods,Personal Goods,0.5746268656716418,0.9925373134328359,1.3166666666666667,0.8594936708860759,0.03622868433688187
KATE US,05/Aug/2010,04/Nov/2010,30/Sep/2010,05/Aug/2010,536.6992,8.017168878,Personal & Household Goods,Personal Goods,-0.6000000000000001,-1.3565217391304347,1.0095693779904307,1.3459715639810426,0.04556635079570417
KATE US,04/Nov/2010,28/Apr/2011,31/Dec/2010,04/Nov/2010,640.5371,10.83477325,Personal & Household Goods,Personal Goods,-0.011299435028248594,0.15819209039548032,1.2683397683397684,1.0319634703196348,0.02972245654759031
KBH US,23/Mar/2010,25/Jun/2010,31/Mar/2010,23/Mar/2010,1317.9827,36.03391864,Personal & Household Goods,Household Goods & Home Construction,0.8928571428571428,0.3928571428571428,1.263313314973954,1.0302692055154299,0.015288681585576603
KBH US,25/Jun/2010,24/Sep/2010,30/Jun/2010,25/Jun/2010,978.8469,46.89771625,Personal & Household Goods,Household Goods & Home Construction,0.20408163265306123,3.9693877551020407,1.0579809004092768,0.7564567168382281,0.029020402024704378
KBH US,24/Sep/2010,07/Jan/2011,30/Sep/2010,24/Sep/2010,1066.2588,27.63381497,Personal & Household Goods,Household Goods & Home Construction,0.03114186851211076,0.1384083044982698,0.6042969794608557,1.2061652041576272,0.03402783208543939
KBR US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,3722.823,21.71573193,Construction & Materials,Construction & Materials,-0.007624633431085104,-0.0058651026392961825,1.4126014374317506,1.0431636865213898,0.015908231397267516
KBR US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,3557.1218,25.76599296,Construction & Materials,Construction & Materials,0.011043622308117174,0.05466593042517953,1.0419626737316654,1.0128056595068435,0.02345942000446413
KBR US,28/Oct/2010,24/Feb/2011,31/Dec/2010,28/Oct/2010,3774.0475,24.11485623,Construction & Materials,Construction & Materials,0.00827300930713526,0.04446742502585299,1.1954632485612284,1.0313539959843991,0.010489306955724661
KBW US,29/Apr/2010,29/Jul/2011,30/Jun/2010,29/Apr/2010,1029.007,3.3250956560000002,Financial Services,Financial Services,0.03350707371556205,0.07073715562174243,1.1156625884053482,1.10940934224834,0.014004780728951735
KCI US,26/Jan/2010,27/Apr/2010,31/Mar/2010,26/Jan/2010,2901.0023,16.81487258,Health Care,Health Care Equipment & Services,-0.023809523809523725,0.023809523809523947,1.5726495726495726,1.0540890269151137,0.013261727175720424
KCI US,27/Apr/2010,27/Jul/2010,30/Jun/2010,27/Apr/2010,3136.4855,33.9375422,Health Care,Health Care Equipment & Services,-0.025299600532623367,-0.01375943186861972,2.0427563304275633,0.893517577728104,0.01301519066227451
KCI US,27/Jul/2010,26/Oct/2010,30/Sep/2010,27/Jul/2010,2601.7462,22.4196703,Health Care,Health Care Equipment & Services,-0.01195912154816281,-0.023700804522722274,1.2571884984025559,0.9222363405336721,0.020704628252013767
KCI US,26/Oct/2010,01/Feb/2011,31/Dec/2010,26/Oct/2010,2765.9979,15.409081599999999,Health Care,Health Care Equipment & Services,-0.014100022031284465,0.005067195417493009,1.0306875184420183,1.1022044088176353,0.01752589789184412
