Europe,Date,Revision,Market cap,Volume
DEC FP,27/07/2017,-0.018586448,7658.3378,4.309554574
EKTAB SS,30/11/2017,0.041238911,3198.0452,9.866464582
SUBC NO,09/11/2017,-0.009975254,5285.1061,23.9143867
SAMPO FH,02/11/2017,0.013320403,29418.8109,32.34047541
ALT FP,07/09/2017,-0.000531876,3226.8418,3.131911238
ORA FP,26/10/2017,0.000729433,42696.75,86.67601631
FRE GR,02/11/2017,-0.019228107,45058.6535,72.80084357
SSABB SS,25/10/2017,0.014620195,4513.6199,12.09604316
ATO FP,26/07/2017,-0.002484997,15815.2226,33.09830094
SWEDA SS,24/10/2017,-0.005869394,28421.4967,57.95631381
BETSB SS,20/10/2017,-0.014956487,1203.2999,5.67811983
SPR GR,08/11/2017,0.013346787,7601.9517,9.271010313
HEXAB SS,27/10/2017,0.019254158,18811.6437,17.05977578
GAM SW,03/08/2017,0.023799387,2567.8254,8.487820701
AIR FP,31/10/2017,-0.005776306,79159.2493,163.5057159
UPM FH,24/10/2017,0.030478101,16011.1108,35.64216698
ATL IM,10/11/2017,-0.016031648,26360.9593,59.29534118
CASS IM,15/11/2017,0.007187241,1853.3118,16.11548885
STERV FH,03/10/2017,0.058356102,11313.9749,24.01713266
ADP FP,25/07/2017,0.004228772,16256.2947,11.9481411
JMT PL,26/10/2017,-0.017995957,11730.6007,10.22534401
FER SM,27/10/2017,0.001517248,15831.0932,31.24365105
CCL LN,19/12/2017,-0.004221388,48628.306,43.01364903
PUB FP,20/07/2017,-0.010046418,17932.1845,42.39431262
ML FP,26/07/2017,0.015615235,24455.0255,58.8563201
SN/ LN,27/07/2017,0.031864259,15368.8535,48.48397874
SMDS LN,07/12/2017,0.016102247,7527.8122,17.60626318
REE SM,02/11/2017,0.000603379,11544.6499,29.85362609
LUN DC,08/11/2017,-0.02001876,10732.4535,16.0918313
RAND NA,24/10/2017,-0.007682642,11184.9033,27.55845999
BB FP,25/10/2017,-0.020843377,4700.8926,10.72845707
LXS GR,15/11/2017,0.00484352,7043.1306,17.16577572
JD/ LN,12/09/2017,0.028651836,4823.8414,5.926658177
OHL SM,14/11/2017,-0.148840901,1762.8052,20.39507725
BT/A LN,02/11/2017,-7.44E-05,32835.2618,53.66596165
TEG GR,07/11/2017,0.031809456,2608.4673,4.715343471
VOD LN,14/11/2017,0.071141614,79888.7212,168.3776761
PHIA NA,23/10/2017,0.003458498,39573.5456,106.671208
EVT GR,08/11/2017,-0.108079421,2975.9284,36.94992125
GVC LN,14/09/2017,0.040496509,3427.3242,6.131782321
SAS SS,12/12/2017,-0.152447552,1095.758,6.009993674
ITRK LN,01/08/2017,0.022834355,10009.5946,18.47105327
NRE1V FH,01/11/2017,-5.37E-05,6273.2918,21.41606665
BUR LN,27/07/2017,0.080889732,2892.6929,5.485782998
TEL NO,25/10/2017,0.018598894,32347.3898,24.51130454
AZN LN,09/11/2017,-0.02820298,82572.132,129.1779513
AGN NA,09/11/2017,0.004532015,13080.1101,53.81555004
ELE SM,08/11/2017,-0.012663513,23662.473,33.22408171
BLT LN,22/08/2017,0.031924072,103809.9344,142.2195901
MAP SM,26/10/2017,0.026211001,9904.0113,15.85085266
VCP LN,28/11/2017,0,1203.8541,4.133454257
ISS DC,08/11/2017,-0.051159336,7321.8177,14.19213942
LGEN LN,09/08/2017,0.030769231,21052.9579,49.25055117
SVT LN,23/11/2017,-0.001839532,6714.4867,20.54663795
RR/ LN,01/08/2017,-0.042766739,23803.4591,56.99721454
RB/ LN,24/07/2017,-0.01222923,69851.7332,120.5451641
LHA GR,25/10/2017,0.089320928,15102.1309,77.21151204
AALB NA,27/07/2017,0.00652015,4772.9282,10.95368655
POLY LN,29/08/2017,-0.083198213,5315.4234,7.779863767
NOKIA FH,26/10/2017,-0.06992034,28691.506,74.4177842
LISN SW,25/07/2017,-0.025948105,14788.8696,9.939574467
PSON LN,04/08/2017,-0.01027741,7031.952,27.02083542
FNTN GR,10/11/2017,0.004755358,4330.728,11.21808524
LISP SW,25/07/2017,-0.025948586,14788.8696,16.39544778
SLHN SW,16/08/2017,0.017982969,11698.0219,40.46015321
SDR LN,27/07/2017,0.01551495,12118.8699,16.4882762
VED LN,10/11/2017,-0.004669852,2994.721,7.604984242
NAS NO,26/10/2017,-4.483300878,1024.3121,13.10354261
ELISA FH,18/10/2017,-0.006783567,6820.4847,12.67862662
AHT LN,12/12/2017,0.022995617,13693.2121,36.58051034
SCR FP,26/10/2017,-0.032952134,8187.8828,11.79710647
EBS AV,03/11/2017,0.003539684,18057.8157,19.40999247
RMS FP,14/09/2017,-0.001538255,53087.8445,21.25218038
PSN LN,22/08/2017,0.049251999,10307.0832,43.18039965
G IM,09/11/2017,0.011548731,28232.683,77.14308199
TOP DC,26/10/2017,0.020525197,3890.7901,4.85769523
GALP PL,30/10/2017,0.040577786,15030.4617,15.87719792
BAMNB NA,24/08/2017,-0.017556413,1689.1368,7.840814264
ROG SW,27/07/2017,0.001497972,217884.2116,315.6572656
PGS NO,26/10/2017,-0.5396491,585.8935,6.676262005
VIE FP,31/07/2017,0.019950397,12679.0098,30.33218961
GIVN SW,20/07/2017,0.024312337,18459.4043,53.30592855
GXI GR,11/10/2017,-0.015714038,2426.2122,11.2881734
SAB SM,27/10/2017,0.023255814,10336.4817,61.58803086
BOSS GR,02/11/2017,-0.021484924,6281.4763,19.47899741
EVK GR,03/11/2017,0.036949688,17329.4286,15.58121797
TKA GR,23/11/2017,0.003544005,16799.7023,64.55327524
MONY LN,20/07/2017,-0.011322565,2462.3758,6.7632969
DOM LN,25/07/2017,-0.031918421,1691.5712,12.18513913
DIA IM,09/11/2017,-0.003003078,4692.168,7.31459025
ACS SM,14/11/2017,0.026118177,12110.7794,27.5459692
LEO GR,15/11/2017,0.049243395,2223.1537,8.602763184
NESTE FH,26/10/2017,0.14970459,13778.4162,20.23944211
ILD FP,01/09/2017,0.027017798,15512.6305,13.42354105
NXT LN,14/09/2017,0.025395237,9831.4191,36.07032559
STER SS,03/10/2017,0.058356102,11313.9749,5.517707525
DOKA SW,12/09/2017,0.006526119,4307.6629,5.939023749
IQE LN,05/09/2017,-0.015625,1312.5513,19.16607847
PFC LN,30/08/2017,-0.02184583,1818.145,18.83636744
AAL LN,27/07/2017,0.054254197,20831.1641,99.70036952
VWS DC,09/11/2017,-0.173339833,14381.7461,78.91443913
AMP IM,25/10/2017,0.020416352,3331.2049,5.8025077
KER FP,28/07/2017,0.015493603,44938.8498,56.83569401
SIM DC,14/11/2017,-0.00071917,2462.4366,3.66357978
LHN SW,27/10/2017,-0.042435632,34540.7748,89.38281247
VCT LN,05/12/2017,0.014996054,2758.9713,6.946378608
ERICB SS,20/10/2017,-0.516892502,21482.358,63.45795986
IMI LN,28/07/2017,0.004095985,4311.2007,10.33232926
LOOMB SS,08/11/2017,0.003432417,2897.6222,4.812464243
SOLB BB,08/11/2017,-0.017479863,15552.8199,29.27365046
MS IM,08/11/2017,-0.075724638,4173.0585,20.68661348
DRI GR,14/11/2017,0.083160368,11813.003,13.58264961
DSV DC,26/10/2017,0.024550158,14471.532,26.23154339
ADEN SW,07/11/2017,-0.004905665,13264.0051,47.31594573
SRS IM,06/11/2017,-0.015550239,2495.7207,6.925761393
DNB NO,26/10/2017,0.003152277,31443.7613,29.11605019
KNIN SW,16/10/2017,-0.000821931,20944.5585,24.53161527
FXPO LN,03/08/2017,0.106339711,1901.1951,10.13059883
NKT DC,14/11/2017,-0.230108975,1093.5246,6.417334409
INCH LN,27/07/2017,0.016789187,4447.2363,9.343822101
MOR GR,07/11/2017,0.07683036,2769.8421,15.06748838
IGG LN,18/07/2017,0.069444444,3092.8166,6.065176134
INTRUM SS,18/10/2017,0.007789113,4521.9902,10.85067135
CS FP,03/08/2017,-7.09E-05,72508.8717,144.094867
STL NO,26/10/2017,0.049612408,,47.97282626
HMED SS,14/11/2017,-0.049282114,840.7492,4.290971473
DG FP,28/07/2017,0.00473868,52484.3385,105.0999631
MNDI LN,03/08/2017,0.007247075,12390.8988,35.46920413
FABG SS,19/10/2017,0.015523647,3620.6757,6.804600747
CRH ID,24/08/2017,-0.046505619,29912.7447,33.19330589
NOEJ GR,08/11/2017,0.007430584,2072.7745,4.064940886
ABC LN,11/09/2017,-0.006451613,2847.6452,5.091537015
DANSKE DC,02/11/2017,0.010779914,36564.5693,53.59699149
TGS NO,26/10/2017,0.009157743,2273.293,5.515443436
NETB SS,27/10/2017,0.024048964,1945.8365,5.648980726
GJF NO,26/10/2017,0.026191177,9333.3497,5.806164107
IDR SM,08/11/2017,-0.062883556,2438.0329,8.264780045
CEC GR,19/12/2017,0.026548673,4399.9225,10.8259682
KCO GR,25/10/2017,-0.002979164,1190.1302,7.284906579
KNEBV FH,26/10/2017,0.001076915,28975.3005,31.36707469
AMBUB DC,09/11/2017,-0.032,4000.4471,6.332279796
CRDA LN,25/07/2017,-0.001618996,6451.5318,18.33056744
MT NA,10/11/2017,0.074828579,29952.7324,152.5565299
BRBY LN,09/11/2017,-0.026411499,10032.059,44.23551201
UG FP,26/07/2017,0.057522397,19631.136,51.52683508
PNL NA,06/11/2017,-0.001637555,1998.0694,14.13654766
TRN IM,10/11/2017,0.003627327,12338.2625,26.53651255
DBK GR,26/10/2017,-0.065959841,34711.8927,174.8442525
TEL2B SS,19/10/2017,0.065709041,6242.3504,15.97387892
UBI FP,08/11/2017,0.01838723,8685.7936,24.86294712
SLA LN,08/08/2017,0.012921143,11361.3969,26.73696504
YAR NO,17/10/2017,0.033169345,12496.4141,28.51037683
CPI LN,21/09/2017,-0.012317361,5158.9153,12.55890344
PMO LN,24/08/2017,0.091878788,367.4039,3.693488796
ACA FP,08/11/2017,-0.006910832,47054.7714,85.82768996
NOFI NO,31/10/2017,-0.006438898,2329.4149,4.462498562
ULVR LN,20/07/2017,0.021625234,171655.285,159.2356847
METSO FH,20/10/2017,-0.008290898,5511.7705,14.60686138
FR FP,21/07/2017,-0.00574594,17813.1187,48.11232953
CO FP,27/07/2017,-0.029423727,6701.2064,22.98468232
NESN SW,27/07/2017,-0.006013524,263028.9572,436.6205304
PAG LN,23/11/2017,0.010917031,1642.6655,3.213673684
HPOLB SS,26/10/2017,-0.034654445,3399.2534,4.066515116
OERL SW,08/08/2017,0.00059741,4913.9357,9.880614124
TEMN SW,19/10/2017,0.032416594,7597.7694,15.50004335
VOW GR,27/10/2017,0.001855132,88855.0353,14.3193773
SALM NO,15/11/2017,0.041323314,3535.3844,6.306161169
BALN SW,30/08/2017,0.064947719,7699.1153,15.90914588
SEV FP,27/10/2017,-0.008579707,10965.8278,22.89913559
REN NA,27/07/2017,-0.015662626,44670.3286,37.94718523
SCHP SW,24/10/2017,0.005385233,23778.5061,18.00015558
MBTN SW,16/08/2017,2.576470588,799.7488,9.094463456
IF IM,09/11/2017,0.018690908,2551.7955,6.235721624
DGE LN,27/07/2017,0.029177719,79243.1379,111.5186439
DLG GR,07/11/2017,0.037205397,3705.2673,21.24081825
BIM FP,30/08/2017,0.025525961,9463.5948,6.310153916
YNAP IM,03/08/2017,-0.052075341,4388.4845,27.92768116
SCHA NO,03/11/2017,0.03725586,6798.7698,4.998753463
BALDB SS,02/11/2017,0.012326315,4639.4074,7.162033821
AUTN SW,25/07/2017,-0.04088201,1198.4707,4.646794103
TCAP LN,08/08/2017,0.019184144,3569.5389,8.222943137
RSA LN,02/08/2017,0.000383833,8854.1627,21.99864968
PTEC LN,24/08/2017,-0.020148145,4042.1523,13.48388056
UCG IM,24/10/2017,-0.015470192,45717.0178,232.4949413
DTY LN,02/08/2017,3.14E-05,1694.7906,3.202224749
BDEV LN,06/09/2017,0.011075949,7847.0169,27.30951337
AMS SM,03/11/2017,0.022365704,29933.8549,47.07447208
BKG LN,08/12/2017,0.061247658,7461.638,34.94742235
SPX LN,09/08/2017,0.034590361,5576.8855,9.490042529
AM FP,27/07/2017,-0.010185614,11612.5877,8.783727533
TL5 SM,19/10/2017,-0.010344192,3821.2465,11.41465716
GLPG NA,27/10/2017,-0.126986202,4920.0211,26.59190568
EN FP,16/11/2017,0.027239418,18240.1038,29.14512147
AF FP,03/11/2017,-0.096889826,5610.5226,46.90244932
HEI GR,08/11/2017,0.019872645,20694.7639,47.39448744
AKE FP,09/11/2017,0.038142016,9396.8506,19.56556702
SGE LN,22/11/2017,0.033639144,11236.21,18.55326037
CINE LN,10/08/2017,0.00569082,2556.8485,3.416061022
TLX GR,13/11/2017,-0.030346602,9947.8301,4.184438866
WAF GR,26/10/2017,0.097714152,4145.6965,19.10822859
AHSL SS,20/10/2017,-0.013323006,2909.9271,21.06190497
FCT IM,10/11/2017,0.331961259,2083.8649,9.180955911
KGX GR,19/10/2017,-0.040918803,9383.4535,22.56300276
SRCG SW,09/11/2017,0.410999696,3737.1653,6.374019906
BWO AV,21/12/2017,0.031540162,3823.2005,10.12222743
EUCAR FP,09/11/2017,-0.030660581,2052.4674,4.288003677
ORSTED DC,01/11/2017,0.009372531,23681.7758,45.34625368
HLE GR,27/09/2017,-0.007779621,6565.4513,8.425463502
NETS DC,09/11/2017,-0.003974669,5119.8541,10.66506497
VM/ LN,25/07/2017,0.012925773,1622.0026,7.900809965
CTEC LN,03/08/2017,-0.029246725,7415.5092,20.23781378
SSPG LN,22/11/2017,0.027522936,4155.4811,5.293619603
BPOST BB,09/11/2017,0.003753827,5681.0868,7.236395452
ZAL GR,07/11/2017,-0.071947016,11746.0907,18.47308621
FBK IM,24/10/2017,0.018281307,5565.6051,11.48328319
BMED IM,09/11/2017,0.016013641,6168.3772,8.158360112
GYC GR,17/11/2017,0.000650669,3645.2106,4.128615896
AMUN FP,27/10/2017,0.010506183,16752.5944,9.764352926
DLG LN,01/08/2017,0.053839784,7174.6812,17.79653287
CLIN LN,28/09/2017,-0.014285714,1690.0961,7.287670106
LEON SW,20/07/2017,0.258514213,972.5326,3.741644372
O2D GR,25/10/2017,-0.069047619,15179.7963,9.419923301
LEG GR,10/11/2017,-0.000634473,6404.2291,12.02127606
OSR GR,07/11/2017,-0.068308414,7755.8681,35.99873441
OCI NA,06/09/2017,0.130996532,4671.7477,8.558370262
CRST LN,13/06/2017,-0.002474754,1903.9193,9.31481757
VNA GR,08/11/2017,-0.011979508,22071.2795,44.23062298
GTO NA,01/09/2017,-0.040706869,4601.0058,47.48677222
CCH LN,10/08/2017,0.045790414,12270.4617,17.75833916
MDC LN,16/11/2017,-0.077255331,5626.3292,13.13680157
MONC IM,27/07/2017,0.010707827,6293.1981,15.54822249
PLUS LN,07/08/2017,0.761971098,1163.8927,4.315304275
RMG LN,16/11/2017,0.019430569,5217.436,23.37643192
CMBN SW,25/07/2017,-0.009750686,2797.1991,6.784313659
MERL LN,04/08/2017,-0.008560864,6503.6891,11.48298358
VALMT FH,24/10/2017,0.016597,2923.0663,4.888737082
BOO LN,27/09/2017,-0.034482759,3358.4366,20.8074708
ANIM IM,10/11/2017,0.01130448,2211.2337,6.355469738
JE/ LN,27/07/2017,-0.016611967,5958.8449,30.9976024
AKSO NO,20/10/2017,0.468837535,1389.7369,3.94873321
BME LN,14/11/2017,-0.007109005,5022.2895,16.93043041
WIZZ LN,08/11/2017,0.01250966,4063.9789,9.115362207
SAGA LN,22/09/2017,-0.029885655,2984.5309,4.400008812
ENX FP,08/11/2017,0.003538729,4025.4368,5.769736686
ELIOR FP,06/12/2017,-0.073089701,3463.1446,10.27425607
ONTEX BB,08/11/2017,-0.031085706,2674.2089,5.109582555
NN NA,16/11/2017,0.004796246,14321.604,30.20081483
AA/ LN,26/09/2017,-0.034824986,1286.4754,9.20509809
SPIE FP,28/07/2017,-0.046321066,4332.5745,4.632507877
RKET GR,30/11/2017,-1.282232143,3927.3783,8.835003596
ELIS FP,27/07/2017,-0.00478244,3404.697,6.431383527
UBSG SW,27/10/2017,-0.001553805,65866.2684,127.4710018
FEVR LN,25/07/2017,0.213474026,3092.1672,14.49806606
INDV LN,02/11/2017,0.22186964,3758.0597,11.37731794
UN01 GR,07/11/2017,0.019538943,10082.2586,21.5056969
TUI LN,13/12/2017,0.015472313,11081.8621,19.85056288
AENA SM,24/10/2017,0.003386602,26998.38,37.04047984
OVS IM,11/12/2017,-0.017303012,1531.1204,4.363745812
AUTO LN,09/11/2017,0.002857143,4250.2507,20.06566131
EVO SS,25/10/2017,0.059387434,2405.9869,4.629285934
CLNX SM,14/11/2017,-0.01960519,5614.9763,15.77876415
SOPH LN,08/11/2017,-0.339880952,3708.1278,6.306584815
ATC NA,03/11/2017,-0.306496767,30257.637,40.70850059
SNH GR,12/09/2017,-0.041883117,21391.1091,16.62214033
1COV GR,24/10/2017,0.225527298,18512.8686,43.3909621
G24 GR,08/11/2017,-0.013868864,4392.4982,4.57646881
HLAG GR,14/11/2017,-0.211608657,6685.3958,5.512438433
UNI SM,31/10/2017,0.04149208,2344.5999,3.42377309
MRO LN,31/08/2017,-0.045031572,5506.5646,12.5247745
AT1 GR,27/11/2017,0.05870616,6874.3159,3.447040472
DOM SS,24/10/2017,0.003589277,2492.0665,3.365588333
CYBG LN,21/11/2017,0.053333333,3617.0404,4.047741364
BEZ LN,21/07/2017,0.033756473,3486.6277,6.21084858
NXG LN,20/11/2017,-0.02882405,2975.0479,6.559435151
MTRO LN,25/10/2017,0.004196206,4227.8523,4.866251888
VACN SW,24/08/2017,-0.010325286,3975.5288,9.012180578
B4B GR,13/12/2017,-0.085656016,7258.2768,15.95088949
LIGHT NA,19/10/2017,0.048473668,5432.6201,12.01910764
ASRNL NA,30/08/2017,0.073542901,5535.7707,6.795988394
IG IM,23/10/2017,0.005578605,4688.9265,8.19897243
IGY GR,13/11/2017,-0.015883531,26406.9494,15.37279188
ABI BB,26/10/2017,0.003699998,241431.2082,142.4471614
EXO IM,30/08/2017,-0.073518472,14817.6826,17.00263374
IWG LN,08/08/2017,-0.028004254,3588.0039,7.638355234
BAMI IM,10/11/2017,-0.013980583,4962.973,96.36628441
IDIA SW,24/10/2017,0.143640255,2076.6843,3.361793607
HOME SM,01/11/2017,0.073760432,1623.7823,4.75124064
GALE SW,08/08/2017,0.035285785,2333.5727,4.603515795
BIRG ID,28/07/2017,0.0699856,8777.8574,26.8163878
ESSITYB SS,26/10/2017,0.01028215,20496.471,27.73615174
LAND SW,26/10/2017,0.042516185,2041.861,7.65832089
LINU GR,27/10/2017,0,40681.704,4.832404176
PIRC IM,06/11/2017,0.032724851,8128.4,52.0749602
AIBG ID,27/07/2017,0.039995325,15671.9693,29.80874216
ADN LN,02/05/2017,0.037913685,4954.0533,13.10070539
AMFW LN,10/08/2017,-0.004346256,2335.6866,12.8154976
ASCL LN,24/07/2017,-0.005154639,1826.1574,4.125783571
ATK LN,17/11/2016,-0.009742164,,4.062089553
ATLN SW,09/06/2017,-0.019216406,30833.8735,34.44994839
BME SM,27/10/2017,-0.013179545,2760.009,4.953762655
BRSN LN,26/07/2017,0.000809061,2860.5401,28.67087113
CLLN LN,29/09/2017,-0.144808452,295.3671,3.991384101
DRX LN,19/07/2017,-0.42875,1767.0702,5.166106042
EBRO SM,26/10/2017,-0.014575577,3735.1923,6.579594948
FIE GR,02/11/2017,-0.002949864,7470.3677,6.198347643
HOC LN,16/08/2017,-0.161170213,1690.3577,4.607775759
IIA AV,29/11/2017,0.170763828,2729.1603,3.715816556
NIBEB SS,16/11/2017,-0.030327036,4770.4882,4.820810757
PAYS LN,08/08/2017,0.018887717,3701.702,21.18104813
SAZ GR,09/11/2017,0.001702171,5841.6113,3.460651094
SFR FP,14/11/2017,0,,10.6013555
SGL GR,09/11/2017,0.017787356,1856.9675,4.692628968
SPD LN,14/12/2017,0.061052807,2730.3894,3.029313094
SRP LN,03/08/2017,-0.018518519,1666.6236,3.42211929
SXX LN,16/08/2017,0.5,1571.0479,6.428297719
SYNN SW,26/07/2017,0,42623.2343,19.17167082
TALK LN,15/11/2017,-0.125735294,2243.9202,4.02842487
TOD IM,04/08/2017,-0.047715474,2240.8511,3.659613214
WPG LN,09/08/2017,-0.007462687,10095.561,99.12821764
1561649D LN,28/07/2015,-0.004615385,1772.4941,3.775299651
AML LN,24/08/2015,0.02078547,3789.7602,5.669817966
ARCAD NA,27/07/2017,0.021968366,1838.1904,4.813085382
ARM LN,27/07/2016,0.0040239,30955.996,125.7322519
AST IM,15/11/2017,-0.587945253,360.8806,5.152741071
BET LN,25/11/2015,0.07065339,5092.6144,7.891152506
BG/ LN,05/02/2016,-0.272727273,52434.5902,174.3894429
BPTY LN,28/08/2015,-0.038949939,1476.4564,8.770105104
BSLN SW,10/08/2017,0.752044808,1004.2171,3.440755768
CGG FP,13/11/2017,-0.105165773,100.9323,3.154774227
COK GR,09/11/2017,0.022584661,1245.8936,4.331467097
DTG LN,16/11/2017,0.155472637,1267.7164,3.03571612
EGPW IM,09/05/2016,0,,39.05292667
EKT SM,27/10/2017,-0.057966925,1407.9398,3.390081851
FORN SW,28/07/2017,0.024996407,2696.1907,3.6011863
KRN GR,25/10/2017,-0.002130634,4093.8412,7.191602784
KU2 GR,27/10/2017,-0.01205478,7698.6617,4.741784539
KUNN SW,15/03/2016,-0.016275159,1476.797,20.04683844
LRE LN,02/11/2017,0.067313861,1954.585,4.929183098
MEDAA SS,21/07/2016,-0.045879949,6661.3913,11.51383709
REX LN,18/02/2016,-0.007317073,6124.6508,18.60017233
RFRG NA,09/11/2017,0.005077369,,10.7904536
ROCKB DC,15/11/2017,0.026371611,5777.8218,4.210997623
SAB LN,18/05/2016,0.006063231,99806.9439,138.4493299
TCH FP,27/07/2017,-0.223221279,1844.8538,3.955287134
TFI FP,31/10/2017,0.019553106,3091.3873,3.412371235
TNTE NA,25/04/2016,-0.031447001,4905.0658,15.12912285
TOBII SS,26/10/2017,-0.11130325,460.9157,4.19380841
ALM SM,06/11/2017,0.028225806,1747.2283,3.857251309
APPS SM,31/10/2017,-0.009423005,1999.0544,8.696671175
ESNT LN,28/07/2017,-0.03002451,1870.1566,3.384267706
FLG LN,05/03/2015,0.028806584,9331.6684,27.94369567
GTK IM,12/05/2015,0.039628911,,41.75816098
HEMF SS,08/11/2017,0.017669023,2014.3204,3.266954606
HOME LN,27/04/2016,0,2018.6675,12.78762811
JAZ SM,27/07/2015,0.031219375,3673.5807,14.58679513
LG FP,29/07/2015,0.006450637,17600.0518,62.38770925
LOCAL FP,27/07/2017,-0.084586466,604.3629,4.464154943
NUO NA,05/02/2015,-0.019523624,3629.7521,23.88164635
WDF IM,30/07/2015,-0.334249249,2816.4629,8.740973237
AZEM LN,18/02/2014,0.012195122,2518.4541,4.22348198
DXNS LN,26/06/2014,0.03030303,3023.419,10.78367009
HDD GR,09/11/2017,0.002123847,1045.0473,6.741979641
IM NA,12/05/2015,-0.262844612,644.9738,3.544485764
ISYS LN,07/11/2013,0,5269.3186,10.87480823
KENZ LN,26/08/2014,0.002463054,,11.81328923
MI IM,14/11/2013,0.434123563,1658.9234,3.20256538
NOBN SW,06/11/2014,0.012839715,2160.3663,15.66554117
SHI LN,08/08/2017,-0.068489882,1270.797,4.890008838
UNIT4 NA,17/02/2014,0,1572.2333,5.840516826
AGS LN,23/08/2012,-0.007735962,4418.5684,38.00793599
ALNT LN,31/07/2015,-0.012292987,1976.8441,12.26470321
CRBN NA,09/08/2017,-0.014206202,1827.6213,4.942689367
DE NA,23/08/2013,-0.001964637,9850.7021,21.42683205
FI IM,31/07/2013,-0.009638094,15021.6276,27.65563836
GEM IM,11/11/2013,0.166666667,3502.5379,4.602391941
IMG LN,04/07/2017,0,577.1198,4.888691582
INVEA SS,17/10/2017,-0.005045997,37987.5093,4.190916714
KLED SS,25/10/2017,0.002424097,1543.1953,3.426616226
VSVS LN,27/07/2017,0.018939237,1970.5881,4.745908398
XTA LN,05/03/2013,-0.018593371,53244.0253,62.79046468
CHTR LN,28/10/2011,0.00037037,2401.8069,13.60389064
COV LN,24/05/2012,0,1950.1538,63.72099553
IPR LN,19/04/2012,0,34133.4152,95.14611748
KAH LN,29/09/2011,-0.36,853.6832,3.258143396
LOG LN,22/02/2012,0.009259259,2187.92,5.435006089
SYST VX,16/02/2012,-0.031881098,20329.0087,17.68854625
ACA LN,20/10/2017,-0.008834689,1053.8384,3.35114245
AU/ LN,27/07/2011,-0.008067376,6836.1625,14.32505617
BUL IM,26/07/2011,0.005465875,5927.007,13.25814748
BWIN AV,23/03/2011,-0.000523834,1288.4835,3.887803289
CRXL NA,07/02/2011,0.339869281,2722.4131,6.703133622
CW/ LN,21/05/2012,0,1516.8902,12.29685883
DCO DC,17/03/2011,0.023834773,5913.2809,20.81518378
DEZ GR,07/11/2017,0.09139916,967.7799,3.309448729
DRTY LN,16/06/2016,0.03960396,1264.259,3.1008591
PFL LN,15/09/2016,0,902.0565,4.366958206
QCE GR,06/03/2012,-0.198564593,57.5871,3.020187936
RHA FP,28/07/2011,0.03342171,4776.5331,12.92214553
SFR NO,25/04/2012,0.11919439,2763.6611,12.28161119
WIE AV,08/11/2017,-0.034940659,2800.1539,3.818874782
WSM LN,19/08/2010,-0.035133395,853.4889,3.138641961
ZIL2 GR,07/11/2017,-0.057631162,1053.2181,3.136873276
CBRY LN,29/07/2009,0.015167469,12878.8561,27.39923725
DNX LN,27/08/2010,-0.003817818,2598.928,46.38128824
IEA AV,24/03/2010,0.124637234,4450.953,4.807833312
LR IM,14/11/2017,0.039094488,196.1703,3.660743298
RWI LN,09/11/2017,0.053030303,1080.8344,3.259891215
SSL LN,18/05/2010,0.002463054,2516.4993,5.197117038
TOMK LN,06/08/2010,0.064245525,4530.0704,28.94374164
VTG LN,17/11/2009,0,1690.1185,4.23222731
3465593Q SM,30/10/2009,0.138304651,6175.0611,37.86542464
9408593Q LN,03/03/2010,0.110169492,1695.5788,4.006433306
AL IM,29/07/2009,0.012106538,6195.6943,6.258296454
BGY LN,18/11/2008,0.032639065,11747.1537,74.96927698
COX FP,08/09/2017,0.125322997,329.3572,5.997916596
